raw_affiliation,affiliation_name,wikidata
"Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX, USA",the university of texas at austin,http://www.wikidata.org/entity/Q49213
"Department of Information Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",the chinese university of hong kong,http://www.wikidata.org/entity/Q15570
"Key Laboratory for Neuroinformation of Ministry of Education, Center for Information in BioMedicine, University of Electronic Science and Technology of China, Chengdu, Sichuan, China",university of electronic science and technology of china,http://www.wikidata.org/entity/Q5971900
"İstinye University, İstanbul, Turkey",i̇stinye university,http://www.wikidata.org/entity/Q115857534
"Computer Science Department, Robotics & Big Data Lab, University of Haifa, Haifa, Israel",university of haifa,http://www.wikidata.org/entity/Q591115
"School of Software and Microelectronics, Peking University, Beijing, China",peking university,http://www.wikidata.org/entity/Q16952
"School of Electronic and Optical Engineering, Nanjing University of Science and Technology, Nanjing, China",nanjing university of science and technology,http://www.wikidata.org/entity/Q3953805
"School of Electrical Engineering and Telecommunications, University of New South Wales, Sydney, NSW, Australia",university of new south wales,http://www.wikidata.org/entity/Q734764
"School of Physics and Electronic Engineering, Fuyang Normal University, Fuyang, China",fuyang normal university,http://www.wikidata.org/entity/Q19856365
"Universitat Jaume I, Castelló de la Plana, Spain",universitat jaume i,http://www.wikidata.org/entity/Q29718
Cloudera Fast Forward Labs,cloudera fast forward labs,
Megagon Labs,megagon labs,
"Department of System and Control Engineering, Tokyo Institute of Technology, Tokyo, Japan",tokyo institute of technology,http://www.wikidata.org/entity/Q587326
"Institute for Artificial Intelligence, Peking University, Beijing, China",peking university,http://www.wikidata.org/entity/Q16952
"Interdisciplinary Research Center, Shandong University, Shandong, China",shandong university,http://www.wikidata.org/entity/Q604470
"School of Intelligence Science and Technology, Peking University, Beijing, China",peking university,http://www.wikidata.org/entity/Q16952
"State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, P. R. China",northeastern university,http://www.wikidata.org/entity/Q37548
"Department of Automation, Broadband Network & Digital Media Lab, Tsinghua University, Beijing, P. R. China",tsinghua university,http://www.wikidata.org/entity/Q16955
"Tsinghua-Berkeley Shenzhen Institute, Shenzhen, P. R. China",tsinghua-berkeley shenzhen institute,http://www.wikidata.org/entity/Q556
"Department of Computing, The Hong Kong Polytechnic University, Hong Kong",the hong kong polytechnic university,http://www.wikidata.org/entity/Q15916282
The Chinese University of Hong Kong,the chinese university of hong kong,http://www.wikidata.org/entity/Q15570
Southeast University University of Alberta,southeast university university of alberta,http://www.wikidata.org/entity/Q556
York University,york university,http://www.wikidata.org/entity/Q849751
"University of Illinois at Urbana Champaign, Urbana",university of illinois at urbana champaign,http://www.wikidata.org/entity/Q457281
"Department of Medical Information Management, College of Medicine, Hanyang University, 17 Haengdangdong, Seong-dong-ku, Seoul 133, Korea.",hanyang university,http://www.wikidata.org/entity/Q40006
"Department of Electrical Engineering, Korea Advanced Institute of Science and Technology, P.O. Box 150, Chongyangni, Seoul 131, Korea.",korea advanced institute of science and technology,http://www.wikidata.org/entity/Q39949
"Department of Mechanical Science and Engineering, Nagoya University, Nagoya, Japan",nagoya university,http://www.wikidata.org/entity/Q1191132
University of Cambridge Computer Laboratory,university of cambridge computer laboratory,http://www.wikidata.org/entity/Q223416
"Otto-von-Guericke University of Magdeburg, Germany",otto-von-guericke university of magdeburg,http://www.wikidata.org/entity/Q1273279
"INRIA Grenoble Rhone-Alpes, Montbonnot, Saint-Martin",inria grenoble rhone-alpes,http://www.wikidata.org/entity/Q556
"INRIA Grenoble, Montbonnot, Saint Ismier",inria grenoble,http://www.wikidata.org/entity/Q30299481
AGH University of Science and Technology,agh university of science and technology,http://www.wikidata.org/entity/Q414245
Cracow University of Technology,cracow university of technology,http://www.wikidata.org/entity/Q931642
Max-Planck-Institut f?r Informatik,max-planck-institut f?r informatik,http://www.wikidata.org/entity/Q8765
University of Vienna and Vienna University of Technology,university of vienna and vienna university of technology,http://www.wikidata.org/entity/Q556
Klagenfurt University,klagenfurt university,http://www.wikidata.org/entity/Q690639
St. Pölten University of Applied Sciences,st. pölten university of applied sciences,https://www.wikidata.org/wiki/Q1391228
"INSA Lyon, CNRS UMR, University of Lyon, France",university of lyon,http://www.wikidata.org/entity/Q10176
"University Lyon 1, CNRS UMR, University of Lyon, France",university lyon 1,
"CNRS, University of Grenoble Alpes, Saint-Martin-d'Heres, France",university of grenoble alpes,https://www.wikidata.org/wiki/Special:EntityPage/Q945876
"University of Augsburg, Augsburg",university of augsburg,http://www.wikidata.org/entity/Q616905
"Draper Laboratory, Cambridge, MA",draper laboratory,http://www.wikidata.org/entity/Q2876029
"Department of Electrical and Computer Engineering, McMaster University, Hamilton, ON, Canada",mcmaster university,http://www.wikidata.org/entity/Q632891
"Institute of Integrated Technology, School of Integrated Technology, Gwangu Institute of Science and Technology (GIST), Gwangju, Republic of Korea",institute of integrated technology,http://www.wikidata.org/entity/Q184674
"Institute of Integrated Technology, School of Integrated Technology, AI Graduate School, Gwangu Institute of Science and Technology (GIST), Gwangju, Republic of Korea",institute of integrated technology,http://www.wikidata.org/entity/Q184674
"Institute of Photonic Chips, University of Shanghai for Science and Technology, Shanghai, China",university of shanghai for science and technology,http://www.wikidata.org/entity/Q864879
"Department of Microelectronics, Delft University of Technology, Delft, The Netherlands",delft university of technology,http://www.wikidata.org/entity/Q752663
"School of Electronic Science and Technology, Nanjing University, Nanjing, China",nanjing university,http://www.wikidata.org/entity/Q683580
"The State Key Lab of CAD & CG, Zhejiang University, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Department of Computer Science, Kent State University, Kent, OH, USA",kent state university,http://www.wikidata.org/entity/Q1473615
"Ant Financial, USA",ant financial,http://www.wikidata.org/entity/Q21979415
"School of Information Engineering, Zhengzhou University, Zhengzhou, China",zhengzhou university,http://www.wikidata.org/entity/Q649895
"Kaiser-Franz-JosefHospital Vienna, Vienna, Austria",kaiser-franz-josefhospital vienna,http://www.wikidata.org/entity/Q556
"Med. Univ. of Vienna, Vienna, Austria",med. university of vienna,http://www.wikidata.org/entity/Q184674
"Landesklinikum Tulln, Tulln, Austria",landesklinikum tulln,http://www.wikidata.org/entity/Q8765
"Sch. of Electr. Eng., Tel Aviv Univ., Tel Aviv, Israel",tel aviv university,http://www.wikidata.org/entity/Q319239
"RISE Research Institutes of Sweden, Borås, Sweden",rise research institutes of sweden,http://www.wikidata.org/entity/Q7315107
"University of British Colombia, Vancouver, BC, Canada",university of british colombia,http://www.wikidata.org/entity/Q556
"Chalmers University of Technology, Göteborg, Sweden",chalmers university of technology,http://www.wikidata.org/entity/Q836805
"Taiyuan University of Science and Technology (TYUST), Taiyuan, Shanxi, China",taiyuan university of science and technology (tyust),http://www.wikidata.org/entity/Q7676659
"Department of Computer Science and Software Engineering, Samuel Ginn College of Engineering, Auburn University, AL, USA",auburn university,http://www.wikidata.org/entity/Q540672
"Computer Graphics Group, Delft University of Technology, Delft, The Netherlands",delft university of technology,http://www.wikidata.org/entity/Q752663
"Modelling, Simulation and Gaming Department, Netherlands Organization for Applied Scientific Research (TNO), The Hague, The Netherlands",netherlands organization for applied scientific research (tno),http://www.wikidata.org/entity/Q36496
"School of Information Science and Engineering, Qufu Normal University, Rizhao, Shandong, China",qufu normal university,http://www.wikidata.org/entity/Q3332415
"Library of Qufu Normal University, Qufu Normal University, Rizhao, Shandong, China",library of qufu normal university,http://www.wikidata.org/entity/Q659
Computer Science DepartmentThe University of Arizona,computer science departmentthe university of arizona,http://www.wikidata.org/entity/Q1273279
Department of MathematicsThe University of Arizona,department of mathematicsthe university of arizona,http://www.wikidata.org/entity/Q1273279
"Department of Industrial & Systems Engineering, Texas A&M University, College Station, TX, USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"BAE Systems, Inc., Charlotte, NC, USA",bae systems,http://www.wikidata.org/entity/Q739416
"Department of Computer Science & Engineering, Texas A&M University, College Station, TX, USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"Shanghai Key Laboratory of Multimedia Processing and Transmissions, Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China",shanghai jiao tong university,http://www.wikidata.org/entity/Q525169
"Mitsubishi Electric Research Laboratories, Cambridge, MA, USA",mitsubishi electric research laboratories,http://www.wikidata.org/entity/Q6883039
"Texas University, Austin, TX, USA",texas university,http://www.wikidata.org/entity/Q7708197
"University of Technology Sydney, Sydney, NSW, Australia",university of technology sydney,http://www.wikidata.org/entity/Q1145731
Actuality Systems,actuality systems,
Southwest Jiaotong University,southwest jiaotong university,http://www.wikidata.org/entity/Q3551422
"Department of Information and Computer Science, Keio University, Yokohama, Kanagawa, Japan",keio university,http://www.wikidata.org/entity/Q815432
"Department of Information Science, Nagoya University, Nagoya, Aichi, Japan",nagoya university,http://www.wikidata.org/entity/Q1191132
"Department of Computer and Information Sciences, Tokyo University of Agriculture and Technology, Kokubunji-shi, Tokyo, Japan",tokyo university of agriculture and technology,http://www.wikidata.org/entity/Q1301275
"A*STAR, Institute for Infocomm Research (I2R), Singapore",institute for infocomm research (i2r),http://www.wikidata.org/entity/Q556
"Department of Electrical and Computer Engineering, National University of Singapore, Singapore",national university of singapore,http://www.wikidata.org/entity/Q738236
"Barcelona Supercomputing Center (BSC), Barcelona, Spain",barcelona supercomputing center (bsc),https://www.wikidata.org/wiki/Q219615
University of Coruna,university of coruna,
University of Santiago de Compostela,university of santiago de compostela,http://www.wikidata.org/entity/Q1473677
University of T?bingen,university of t?bingen,
ATI Research,ati research,http://www.wikidata.org/entity/Q556
"National Chung Hsing University, Taiwan",national chung hsing university,http://www.wikidata.org/entity/Q707573
Ching Yun University,ching yun university,http://www.wikidata.org/entity/Q706472
National Central University,national central university,http://www.wikidata.org/entity/Q714891
"CNRS, UMR 7190, Institut Jean le Rond d'Alembert, Sorbonne Universit´, Paris, France",sorbonne universit´,https://www.wikidata.org/wiki/Q41497113
"Service Computing Technology and System Lab, Cluster and Grid Computing Lab, and School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",huazhong university of science and technology,http://www.wikidata.org/entity/Q1711196
"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hongkong, China",hong kong university of science and technology,http://www.wikidata.org/entity/Q1333303
Expressive Intelligence Studio,expressive intelligence studio,http://www.wikidata.org/entity/Q5421720
"Augmented Design Laboratory, University of California Santa Cruz, Santa Cruz, CA, USA",university of california santa cruz,http://www.wikidata.org/entity/Q1047293
"Expressive Intelligence Studio, Augmented Design Lab, University of California Santa Cruz, University of California Santa Cruz, Santa Cruz, CA, USA",university of california santa cruz,http://www.wikidata.org/entity/Q1047293
"Expressive Intelligence Studio, University of California Santa Cruz, Santa Cruz, CA, USA",university of california santa cruz,http://www.wikidata.org/entity/Q1047293
"OnLive, Palo Alto, CA, USA",onlive,http://www.wikidata.org/entity/Q744171
"Department of Information Science and Technology, Northeast Normal University, Changchun, Jilin, China",northeast normal university,http://www.wikidata.org/entity/Q4393424
"Department of Electrical Engineering and Computer Science and Bond Life Sciences Center, University of Missouri, Columbia, MO, USA",university of missouri,http://www.wikidata.org/entity/Q579968
"Department of Mechanical Engineering and Applied Mechanics, University of Pennsylvania, Philadelphia, PA",university of pennsylvania,http://www.wikidata.org/entity/Q49117
Department of Mechanical Engineering and Applied Mechanics,department of mechanical engineering and applied mechanics,http://www.wikidata.org/entity/Q184674
University of Applied Sciences Potsdam,university of applied sciences potsdam,http://www.wikidata.org/entity/Q896706
Kings College London,kings college london,http://www.wikidata.org/entity/Q245247
Nokia Bell Labs Cambridge,nokia bell labs cambridge,
Ulm University,ulm university,http://www.wikidata.org/entity/Q835662
"Ulm University and Linköping University, Norrköping",ulm university and linköping university,http://www.wikidata.org/entity/Q8765
"Department of Electrical Engineering, Indian Institute of Technology Kharagpur, Kharagpur, West Bengal, India",indian institute of technology kharagpur,http://www.wikidata.org/entity/Q1661243
"Department of Computer Science, Guangxi Key Lab of Multi-Source Information Mining & Security, Guangxi Normal University, Guilin, China",guangxi normal university,http://www.wikidata.org/entity/Q137006
"Department of Computer Science, University of Minnesota, Minneapolis, MN, USA",university of minnesota,http://www.wikidata.org/entity/Q238101
"Ericsson, Sweden",ericsson,http://www.wikidata.org/entity/Q52618
"Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, School of Computer Science and Engineering, Beihang University, Beijing, China",beihang university,http://www.wikidata.org/entity/Q2299797
"Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China",shanghai institute of technical physics,http://www.wikidata.org/entity/Q30259642
"School of Physical Science and Technology, ShanghaiTech University, Shanghai, China",shanghaitech university,http://www.wikidata.org/entity/Q3817847
"Shanghai Engineering Research Center of Intelligent Vision and Imaging, ShanghaiTech University, Shanghai, China",shanghaitech university,http://www.wikidata.org/entity/Q3817847
"State Key Lab of Virtual Reality Technology and Systems, Beihang University, No. 37 Xueyuan Road, Haidian, Beijing, China",beihang university,http://www.wikidata.org/entity/Q2299797
"Department of Psychology, Beihang University, Beijing, China",beihang university,http://www.wikidata.org/entity/Q2299797
"LaBRI, UMR 5800, University of Bordeaux, Talence, France",university of bordeaux,http://www.wikidata.org/entity/Q13344
Collegiate School,collegiate school,http://www.wikidata.org/entity/Q49112
"School of Computing and Electrical Engineering, IIT Mandi, Mandi, India",school of computing and electrical engineering,http://www.wikidata.org/entity/Q556
"Naturally Inspired Computation Research Group, Department of Computer Science, Maynooth University, Maynooth, Ireland",maynooth university,http://www.wikidata.org/entity/Q2601879
"School of Engineering and IT, Murdoch University, Murdoch, WA, Australia",murdoch university,http://www.wikidata.org/entity/Q1375146
"Department of Statistics, Florida State University, Tallahassee, FL",florida state university,http://www.wikidata.org/entity/Q861548
"Department of Mathematical Sciences, Durham University, Durham, United Kingdom",durham university,http://www.wikidata.org/entity/Q458393
"The University of New South Wales, Sydney",the university of new south wales,http://www.wikidata.org/entity/Q734764
"The University of Queensland, Brisbane",the university of queensland,http://www.wikidata.org/entity/Q866012
"Electrical and Computer Engineering, University of Toronto, Toronto, Canada",university of toronto,http://www.wikidata.org/entity/Q180865
"Robust Software Engineering, NASA Ames Research Center, Moffett Field, USA",nasa ames research center,http://www.wikidata.org/entity/Q181052
"Department of Computer Science, University of Geneva, Geneva, Switzerland",university of geneva,http://www.wikidata.org/entity/Q503473
"Computer Science, University of Houston, Houston, USA",university of houston,http://www.wikidata.org/entity/Q1472358
"Computer Faculty, Iran University of Science and Technology, Iran",iran university of science and technology,http://www.wikidata.org/entity/Q4115110
"Faculty of Computing and IT, Sohar University, Oman",sohar university,http://www.wikidata.org/entity/Q2496166
"School of IT and Electrical Eng., University of Queensland, Australia",university of queensland,http://www.wikidata.org/entity/Q866012
"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong",hong kong university of science and technology,http://www.wikidata.org/entity/Q1333303
"Department of Computer Science, Beijing Institute of Technology, Beijing, China",beijing institute of technology,http://www.wikidata.org/entity/Q23101
"China Academy of Electronic and Information Technology, Beijing, China",china academy of electronic and information technology,http://www.wikidata.org/entity/Q36496
"Hubei Key Laboratory of Distributed System Security, Hubei Engineering Research Center on Big Data Security, School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China",huazhong university of science and technology,http://www.wikidata.org/entity/Q1711196
"College of Information Sciences and Technology, Pennsylvania State University, Pennsylvania, USA",pennsylvania state university,http://www.wikidata.org/entity/Q739627
"Department of Computer Sciences, Northwestern University, Evanston, IL, USA",northwestern university,http://www.wikidata.org/entity/Q309350
"TMCC, CS, Nankai University, Tianjin, China",nankai university,http://www.wikidata.org/entity/Q254204
"Alibaba Group, Hangzhou, Zhejiang Province, China",alibaba group,http://www.wikidata.org/entity/Q1359568
"Tencent, Shenzhen, Guangdong, China",tencent,https://www.wikidata.org/wiki/Q860580
"School of Public Health, Key Laboratory of Intelligent Preventive Medicine of Zhejiang Province, Zhejiang University, Hangzhou, Zhejiang, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Second Affiliated Hospital School of Medicine, School of Public Health, Institute of Wenzhou, Zhejiang University, Hangzhou, Zhejiang, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Georgia Tech, Atlanta, GA, USA",georgia tech,http://www.wikidata.org/entity/Q864855
"Graduate School at Shenzhen, Tsinghua University, Shenzhen, Guangdong, P.R. China",tsinghua university,http://www.wikidata.org/entity/Q16955
"International Institute of Next-Generation Internet, Macau University of Science and Technology, China",macau university of science and technology,http://www.wikidata.org/entity/Q847993
"Department of Informatics, Athens University of Economics and Business, Athens, Greece",athens university of economics and business,http://www.wikidata.org/entity/Q1474656
"Institute of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan",national cheng kung university,http://www.wikidata.org/entity/Q706708
"Department of Intelligent Commerce, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan",national kaohsiung university of science and technology,http://www.wikidata.org/entity/Q47285400
"Department of Computer Science, University of Western Brittany, UMR 6285, Lab-STICC, Brest, France",university of western brittany,http://www.wikidata.org/entity/Q1857334
"the Bioinformatics/Medical Informatics Departement, Faculty of Technology and Center for Biotechnology, International Research Training Group Computational Methods for the Analysis of the Diversity and Dynamics of Genomes and Genome Informatics, Bielefeld University, Bielefeld, Germany",bielefeld university,http://www.wikidata.org/entity/Q24382
"Bioinformatics/Medical Informatics Departement, Bielefeld University, Bielefeld, Germany",bielefeld university,http://www.wikidata.org/entity/Q24382
"Information Management Group, School of Computer Science, University of Manchester, Manchester, United Kingdom",university of manchester,http://www.wikidata.org/entity/Q230899
"School of Informatics, University of Edinburgh, Edinburgh, United Kingdom",university of edinburgh,http://www.wikidata.org/entity/Q160302
"Software Systems Group, School of Computer Science, University of Manchester, Manchester, United Kingdom",university of manchester,http://www.wikidata.org/entity/Q230899
"Charles University, Prague, Czechia",charles university,http://www.wikidata.org/entity/Q31519
"Amazon, U.K.",amazon,http://www.wikidata.org/entity/Q3884
AmazonThe Alan Turing Institute,amazonthe alan turing institute,https://www.wikidata.org/wiki/Q3884
"University of Oxford, U.K.",university of oxford,http://www.wikidata.org/entity/Q34433
"City, University of London, U.K.",university of london,http://www.wikidata.org/entity/Q170027
The Alan Turing Institute,the alan turing institute,http://www.wikidata.org/entity/Q16826821
"Interactive Visual Media Group at Microsoft Research, One Microsoft Way, Redmond,",interactive visual media group at microsoft research,https://www.wikidata.org/wiki/Q2283
"Department of Electrical Engineering , California Institute of Technology, Pasadena,",california institute of technology,http://www.wikidata.org/entity/Q161562
"Cornell NYC Tech and the Cornell Computer Science Department,",cornell nyc tech and the cornell computer science department,http://www.wikidata.org/entity/Q659
"Department of Electrical and Computer Engineering, University of Oklahoma, Tulsa, OK, USA",university of oklahoma,http://www.wikidata.org/entity/Q640652
"Kent State University, Kent, OH, USA",kent state university,http://www.wikidata.org/entity/Q1473615
"Case Western Reserve University, Cleveland, OH, USA",case western reserve university,http://www.wikidata.org/entity/Q1047060
"Concordia University, Ann Arbor, MI, USA",concordia university,http://www.wikidata.org/entity/Q326342
"University of Duhok, Dohuk, Kurdistan Region, AJ, Iraq",university of duhok,http://www.wikidata.org/entity/Q3666468
"UNC Charlotte, Charlotte, NC, USA",unc charlotte,http://www.wikidata.org/entity/Q1783178
"University of Zakho, Dohuk, Kurdistan Region, AJ, Iraq",university of zakho,http://www.wikidata.org/entity/Q7896677
"Red Sift, Ltd.",ltd.,http://www.wikidata.org/entity/Q6832945
King,king,http://www.wikidata.org/entity/Q116
"Hawkesford Consultancy, Ltd.",ltd.,http://www.wikidata.org/entity/Q6832945
"MASS, Ltd.",ltd.,http://www.wikidata.org/entity/Q6832945
Department of DesignAalto University,department of designaalto university,
"Research[x]Design, KU Leuven",research[x]design,http://www.wikidata.org/entity/Q556
Munster Technical University,munster technical university,https://www.wikidata.org/wiki/Q168426
University of St Andrews,university of st andrews,http://www.wikidata.org/entity/Q216273
"Design of Information Technologies, Social and Economical Science DepartmentTelecom Paris School, Polytechnique de Paris",social and economical science departmenttelecom paris school,http://www.wikidata.org/entity/Q556
Department of Computer ScienceUniversity of Bath,department of computer scienceuniversity of bath,http://www.wikidata.org/entity/Q556
"Sorbonne Université, CNRS, ISIR",sorbonne université,http://www.wikidata.org/entity/Q41497113
"University of Victoria, Victoria, BC, Canada",university of victoria,http://www.wikidata.org/entity/Q1458113
"Center for Scientific Research and Higher Education, Mexico",center for scientific research and higher education,http://www.wikidata.org/entity/Q184674
National Technological of Mexico,national technological of mexico,http://www.wikidata.org/entity/Q556
Telefonica Research,telefonica research,http://www.wikidata.org/entity/Q30279611
"School of Computing and Intelligent Systems, Ulster University, Derry, U.K.",ulster university,http://www.wikidata.org/entity/Q2096524
"Chinese University of Hong Kong, Shatin, Hong Kong, NT, China",chinese university of hong kong,http://www.wikidata.org/entity/Q15570
"University of Chicago, Chicago, IL",university of chicago,http://www.wikidata.org/entity/Q131252
"School of Cyberspace Science, Harbin Institute of Technology, Harbin, China",harbin institute of technology,http://www.wikidata.org/entity/Q632558
"Department of Computing, Macquarie University, Sydney, NSW, Australia",macquarie university,http://www.wikidata.org/entity/Q741082
"Department of New Networks, Peng Cheng Laboratory (PCL), Shenzhen, China",peng cheng laboratory (pcl),http://www.wikidata.org/entity/Q223416
"IIT, Delhi, India",iit,http://www.wikidata.org/entity/Q622358
"INRIA Sophia Antipolis, France",inria sophia antipolis,http://www.wikidata.org/entity/Q30299486
"IIT, Roorkee, India",iit,http://www.wikidata.org/entity/Q622358
"IISc, Bangalore, India",iisc,http://www.wikidata.org/entity/Q948720
"College of Mathematics and Physics, Qingdao University of Science and Technology, Qingdao, China",qingdao university of science and technology,http://www.wikidata.org/entity/Q873230
"School of Information Science and Engineering, Central South University, Changsha, China",central south university,http://www.wikidata.org/entity/Q5061828
"Computational Bioscience Research Center (CBRC), King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia",king abdullah university of science and technology (kaust),https://www.wikidata.org/wiki/Q1463036
"College of Information Science and Technology, School of Data Science, Qingdao University of Science and Technology, Qingdao, China",qingdao university of science and technology,http://www.wikidata.org/entity/Q873230
"School of Computer Science, Guangdong University of Technology, Guangzhou, China",guangdong university of technology,http://www.wikidata.org/entity/Q716822
"Department of Computing, Hong Kong Polytechnic University, Hong Kong",hong kong polytechnic university,http://www.wikidata.org/entity/Q1187271
"Department of Computer Science & Engineering, Indian Institute of Technology Patna, Bihar, India",indian institute of technology patna,http://www.wikidata.org/entity/Q3440945
"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",university of luxembourg,http://www.wikidata.org/entity/Q59668
"Department of Computer Science, Humboldt-Universität zu Berlin, Berlin, Germany",humboldt-universität zu berlin,http://www.wikidata.org/entity/Q152087
"CISPA Helmholtz Center for Information Security, Saarbrucken, Germany",cispa helmholtz center for information security,http://www.wikidata.org/entity/Q36496
"Faculty of Information Technology, Monash University, Clayton, VIC, Australia",monash university,http://www.wikidata.org/entity/Q598841
"School of Computer Science and Engineering, The University of New South Wales, Sydney, NSW, Australia",the university of new south wales,http://www.wikidata.org/entity/Q734764
"Interdisciplinary Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg",university of luxembourg,http://www.wikidata.org/entity/Q59668
"Department of Computer Science, Binghamton University, NY",binghamton university,http://www.wikidata.org/entity/Q863813
"Intel Labs, Santa Clara, CA, USA",intel labs,
"Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, Australia",swinburne university of technology,http://www.wikidata.org/entity/Q787234
"Department of Computer Science and Engineering, Gandhi Institute of Technology and Management, Bengaluru, Karnataka, India",gandhi institute of technology and management,http://www.wikidata.org/entity/Q5520696
"Department of Computer Science and Engineering, Indian Institute of Technology (ISM)- Dhanbad, Dhanbad, India",indian institute of technology (ism)- dhanbad,http://www.wikidata.org/entity/Q556
"Speech & Audio Team, Bytedance AI Lab, Singapore",bytedance ai lab,http://www.wikidata.org/entity/Q184674
"Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA",temple university,http://www.wikidata.org/entity/Q1420239
"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA",new jersey institute of technology,http://www.wikidata.org/entity/Q3272013
"Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China",huazhong university of science and technology,http://www.wikidata.org/entity/Q1711196
"Zhejiang Laboratory, Hangzhou, China",zhejiang laboratory,http://www.wikidata.org/entity/Q223416
"Johannes Gutenberg-University Mainz, Germany",johannes gutenberg-university mainz,http://www.wikidata.org/entity/Q161982
"College of Computer Science, Chongqing University, Chongqing, China",chongqing university,http://www.wikidata.org/entity/Q834857
"Computer Science Program, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",king abdullah university of science and technology,http://www.wikidata.org/entity/Q1463036
"Institute of Computing Technology, CAS, Beijing, China",institute of computing technology,http://www.wikidata.org/entity/Q2118986
"School of Computer Science and Technology, Huazhong University of Science and Technology, Hubei, China",huazhong university of science and technology,http://www.wikidata.org/entity/Q1711196
"School of Information Systems, Singapore Management University, Singapore",singapore management university,http://www.wikidata.org/entity/Q950609
"Department of Information Engineering and Mathematics, University of Siena, Siena, Italy",university of siena,http://www.wikidata.org/entity/Q1245999
"NeCS team, INRIA Grenoble Rhône-Alpes, Montbonnot Saint-Martin, France",necs team,http://www.wikidata.org/entity/Q736
"QuTech, Delft University of Technology, Delft, The Netherlands",delft university of technology,http://www.wikidata.org/entity/Q752663
"HQS Quantum Simulations GmbH, Karlsruhe, Germany",hqs quantum simulations gmbh,http://www.wikidata.org/entity/Q108294069
"Keio University Quantum Computing Center, Yokohama, Japan",keio university quantum computing center,http://www.wikidata.org/entity/Q8765
"National Institute of Information and Communications Technology, Tokyo, Japan",national institute of information and communications technology,http://www.wikidata.org/entity/Q6973676
"Graduate School of Media and Governance, Keio University, Fujisawa, Japan",keio university,http://www.wikidata.org/entity/Q815432
"Mitsubishi UFJ Financial Group, Inc., Tokyo, Japan",mitsubishi ufj financial group,http://www.wikidata.org/entity/Q1542175
"Mizuho Research and Technologies, Ltd., Tokyo, Japan",ltd.,http://www.wikidata.org/entity/Q6832945
"School of Electronic Science & Engineering, Southeast University, Nanjing, Jiangsu, China",southeast university,http://www.wikidata.org/entity/Q3551770
"Zeku Technology Co., Ltd., Beijing, China",ltd.,http://www.wikidata.org/entity/Q6832945
"Computing Department, Imperial College London, London, U.K.",imperial college london,http://www.wikidata.org/entity/Q189022
"IBM Quantum, IBM T. J. Watson Research Center, Yorktown Heights, NY, USA",ibm t. j. watson research center,https://www.wikidata.org/wiki/Q476208
"Graduate Institute of Sound Technology, Tainan National University of the Arts, Tainan, Taiwan",tainan national university of the arts,http://www.wikidata.org/entity/Q7676198
"Information Security Research Division, ETRI, Daejeon, South Korea",information security research division,http://www.wikidata.org/entity/Q36496
"Department of AI Cyber Security, Korea University Sejong, Sejong, South Korea",korea university sejong,http://www.wikidata.org/entity/Q6431747
"Department of Computer Science and Technology, University of Cambridge, Cambridge, U.K.",university of cambridge,http://www.wikidata.org/entity/Q35794
"Electrical & Electronics Engineering Department, Bogazici University, Istanbul, Turkey",bogazici university,http://www.wikidata.org/entity/Q896267
Juji,juji,http://www.wikidata.org/entity/Q45367656
"Tsinghua University, Beijing, Shi, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"Imperial College, Lodon, United Kingdom",imperial college,http://www.wikidata.org/entity/Q189022
"University of Alabama, Birmingham, AL, USA",university of alabama,http://www.wikidata.org/entity/Q492318
"School of Informatics and Computing, Indiana University, Indianapolis, IN, USA",indiana university,http://www.wikidata.org/entity/Q6608367
"Purdue University Center for Cancer Research, West Lafayette, IN, USA",purdue university center for cancer research,http://www.wikidata.org/entity/Q112085319
"Indiana University-Purdue University, Indianapolis",indiana university-purdue university,http://www.wikidata.org/entity/Q1433199
